id,job,marital,education,age,balance,housing,loan,c_default,contact,month,day,duration,campaign,previous,poutcome,pdays,y
2636,technician,single,tertiary,48,2280.35,no,no,yes,telephone,jun,20,1542,16,8,other,240,no
2637,services,married,tertiary,41,20139.62,no,yes,yes,unknown,may,12,1601,17,2,unknown,-1,no
2638,self-employed,married,primary,77,45697.81,yes,no,no,cellular,jul,9,1638,2,4,failure,-1,no
2639,retired,divorced,tertiary,54,29090.0,no,yes,yes,telephone,aug,15,1851,19,0,failure,125,yes
2640,technician,single,secondary,65,2419.35,yes,yes,no,cellular,dec,20,1404,16,4,failure,75,no
2641,retired,married,primary,45,43623.57,yes,yes,no,cellular,may,15,1042,4,5,failure,287,no
2642,blue-collar,married,unknown,43,22532.6,yes,yes,no,unknown,jan,5,1314,10,4,unknown,199,no
2643,retired,married,primary,27,19325.28,no,no,no,cellular,oct,3,1219,3,1,unknown,-1,no
2644,admin.,single,unknown,52,-1162.96,no,yes,no,unknown,nov,26,1427,7,5,failure,146,no
2645,retired,single,tertiary,60,42543.89,no,yes,yes,cellular,mar,4,1486,14,9,other,-1,no
2646,unemployed,divorced,secondary,50,16875.76,no,no,no,unknown,mar,13,639,10,4,failure,-1,no
2647,admin.,divorced,tertiary,48,46190.83,no,yes,yes,telephone,dec,10,116,11,0,other,-1,no
2648,blue-collar,single,primary,34,33488.5,no,yes,no,unknown,aug,12,638,3,0,failure,353,no
2649,admin.,divorced,tertiary,58,48795.15,no,yes,no,cellular,nov,12,1462,18,8,other,-1,yes
2650,unemployed,divorced,secondary,21,35315.32,no,yes,yes,telephone,nov,14,768,9,8,unknown,-1,no
2651,technician,married,primary,21,15153.54,no,no,yes,unknown,jan,17,576,5,9,success,325,no
2652,management,married,unknown,28,1291.14,yes,yes,yes,cellular,jun,8,882,4,7,other,235,no
2653,retired,married,unknown,77,13055.42,yes,no,yes,telephone,dec,8,764,18,2,failure,-1,no
2654,management,married,primary,78,-7.23,no,yes,yes,unknown,apr,7,134,1,3,failure,390,no
2655,technician,single,secondary,65,47717.96,no,no,yes,telephone,jul,22,997,18,10,unknown,-1,no
2656,management,single,secondary,82,21929.3,no,no,no,unknown,jan,12,883,7,8,other,-1,no
2657,admin.,divorced,tertiary,47,3685.25,no,no,no,cellular,jul,16,1955,6,0,failure,200,no
2658,retired,divorced,secondary,54,-1857.86,no,yes,yes,cellular,sep,4,1569,6,4,failure,241,yes
2659,services,married,secondary,36,28251.19,yes,yes,yes,unknown,jun,19,1553,16,1,success,66,yes
2660,housemaid,married,unknown,86,47054.99,yes,no,yes,cellular,dec,6,902,10,2,success,-1,no
2661,unemployed,married,unknown,64,33743.71,no,yes,no,telephone,jan,12,264,3,3,unknown,260,yes
2662,entrepreneur,divorced,primary,93,31111.59,no,no,no,telephone,jan,23,1888,8,5,failure,278,no
2663,management,single,secondary,66,25522.03,no,yes,no,cellular,nov,10,488,19,4,unknown,-1,no
2664,retired,divorced,unknown,75,16134.73,no,yes,yes,cellular,jul,28,784,12,10,success,289,no
2665,entrepreneur,divorced,secondary,30,11117.63,yes,no,no,telephone,nov,28,1835,11,2,other,57,no
2666,entrepreneur,married,secondary,34,36862.02,yes,yes,no,telephone,mar,11,528,1,2,unknown,211,no
2667,management,divorced,tertiary,66,45525.57,no,no,yes,cellular,jul,28,1823,12,1,unknown,222,no
2668,student,married,secondary,76,38054.63,no,yes,yes,cellular,oct,28,1346,10,1,failure,-1,no
2669,retired,divorced,secondary,89,8144.2,no,no,yes,unknown,oct,28,691,12,6,success,322,no
2670,student,married,secondary,95,6611.14,no,yes,yes,unknown,jul,2,1640,17,0,failure,287,no
2671,self-employed,married,primary,71,36255.06,no,no,yes,telephone,jul,6,940,1,2,unknown,188,yes
2672,housemaid,married,unknown,90,20615.3,no,no,no,telephone,apr,23,1393,5,10,failure,-1,no
2673,retired,married,tertiary,78,44151.15,no,no,no,cellular,jan,13,107,8,2,other,44,no
2674,unknown,married,secondary,59,180.95,yes,no,yes,telephone,nov,22,1429,2,0,failure,-1,no
2675,student,single,tertiary,83,4624.02,no,no,yes,unknown,feb,4,154,13,3,unknown,-1,no
2676,student,divorced,unknown,25,24136.27,no,yes,yes,cellular,dec,8,766,19,3,failure,301,no
2677,management,single,tertiary,68,11367.82,yes,yes,yes,telephone,jul,21,1190,2,0,failure,-1,no
2678,management,married,primary,37,20410.4,no,yes,no,cellular,jan,17,873,11,1,failure,-1,no
2679,unemployed,divorced,secondary,38,1887.71,yes,no,yes,telephone,dec,5,1740,16,7,other,-1,no
2680,blue-collar,divorced,secondary,92,32942.97,yes,no,yes,cellular,jul,25,1286,8,8,failure,342,no
2681,blue-collar,single,tertiary,56,35428.96,yes,no,yes,telephone,aug,8,1989,16,3,success,-1,no
2682,housemaid,married,secondary,42,23879.32,yes,no,yes,cellular,dec,21,76,5,8,unknown,-1,no
2683,management,married,unknown,28,26323.69,no,no,no,unknown,may,17,1080,2,8,failure,138,no
2684,retired,divorced,secondary,43,24258.14,yes,yes,yes,unknown,apr,11,1977,11,6,success,-1,no
2685,blue-collar,divorced,tertiary,95,12601.23,yes,yes,yes,unknown,nov,23,1630,12,3,success,-1,no
2686,services,single,secondary,56,47899.81,yes,yes,no,unknown,oct,28,476,19,0,failure,-1,no
2687,management,married,unknown,46,10487.4,yes,no,yes,telephone,aug,26,205,16,0,unknown,226,no
2688,admin.,married,tertiary,83,3251.22,yes,no,yes,cellular,jan,19,1745,1,10,unknown,292,yes
2689,services,divorced,secondary,51,34856.18,yes,no,yes,unknown,jul,21,516,13,1,success,-1,no
2690,housemaid,single,secondary,62,33444.31,no,yes,no,unknown,may,7,1809,16,0,unknown,142,no
2691,self-employed,divorced,unknown,26,41830.06,yes,no,yes,telephone,jul,12,1168,19,2,success,174,no
2692,unknown,divorced,tertiary,64,17993.29,yes,yes,yes,cellular,sep,26,190,17,8,unknown,298,no
2693,blue-collar,divorced,secondary,48,7209.4,no,no,no,unknown,dec,22,1201,19,3,failure,-1,no
2694,unknown,single,secondary,89,33942.77,yes,no,no,telephone,apr,15,807,11,3,other,-1,yes
2695,student,single,tertiary,29,47327.04,yes,no,no,unknown,jul,18,689,18,7,other,123,no
2696,technician,divorced,primary,23,5535.34,yes,no,yes,telephone,aug,4,1575,10,3,failure,-1,no
2697,unemployed,divorced,tertiary,89,49312.15,no,no,yes,cellular,oct,19,1346,4,4,unknown,305,no
2698,admin.,divorced,unknown,29,16837.2,yes,no,yes,cellular,feb,17,601,3,3,unknown,268,no
2699,blue-collar,divorced,secondary,93,22514.43,no,no,no,telephone,oct,21,486,1,1,other,-1,no
2700,unemployed,married,unknown,37,45187.12,yes,no,no,telephone,dec,23,1165,3,10,failure,238,no
2701,technician,single,primary,69,49085.65,no,yes,yes,unknown,jul,24,1784,2,9,success,124,no
2702,technician,single,secondary,94,46641.63,no,yes,yes,unknown,feb,26,1390,5,1,failure,-1,no
2703,unknown,married,secondary,57,40091.12,no,no,yes,telephone,sep,1,1133,20,7,success,-1,yes
2704,housemaid,divorced,secondary,27,24379.54,yes,yes,no,unknown,may,11,729,3,6,unknown,-1,no
2705,unknown,divorced,secondary,88,27118.03,no,no,yes,telephone,jan,1,953,20,7,failure,-1,no
2706,blue-collar,divorced,primary,81,41626.51,no,yes,no,unknown,dec,10,687,15,1,unknown,19,no
2707,housemaid,single,secondary,56,36920.74,yes,yes,yes,cellular,jan,10,281,10,0,other,-1,no
2708,unemployed,married,tertiary,73,37331.09,no,yes,no,telephone,feb,25,1803,10,6,other,384,no
2709,student,single,unknown,33,22152.94,no,no,yes,cellular,jan,14,1268,18,6,failure,219,yes
2710,unemployed,single,unknown,64,3558.2,yes,no,no,cellular,jan,27,1469,17,9,unknown,-1,no
2711,services,married,primary,37,5623.4,no,yes,no,telephone,apr,27,422,16,6,failure,70,no
2712,unknown,divorced,primary,79,10391.63,no,yes,no,cellular,feb,26,493,18,0,other,291,no
2713,entrepreneur,divorced,unknown,94,352.34,yes,yes,no,telephone,sep,18,769,3,4,failure,272,no
2714,technician,divorced,primary,89,20749.1,no,no,no,unknown,jul,28,1298,11,6,unknown,-1,no
2715,self-employed,single,unknown,77,9522.92,yes,yes,no,unknown,jan,16,290,14,1,other,28,no
2716,blue-collar,single,unknown,56,17688.95,no,no,no,unknown,may,9,1258,4,4,failure,-1,no
2717,entrepreneur,divorced,secondary,54,533.67,yes,no,no,cellular,jul,24,1229,12,5,failure,-1,no
2718,retired,divorced,primary,69,36530.74,no,no,no,unknown,may,12,1636,4,2,unknown,-1,no
2719,admin.,divorced,secondary,75,24146.39,no,no,no,unknown,apr,3,1253,13,5,failure,-1,no
2720,services,single,unknown,67,24846.68,yes,no,no,cellular,nov,4,1485,2,7,failure,378,no
2721,management,married,secondary,23,1940.9,yes,no,yes,unknown,oct,26,65,6,2,success,222,no
2722,management,married,primary,37,606.88,no,yes,no,telephone,dec,28,834,12,0,other,-1,no
2723,admin.,divorced,primary,94,9076.02,no,yes,yes,cellular,jul,21,1007,2,0,other,383,no
2724,management,married,primary,89,46449.86,no,yes,yes,cellular,feb,24,129,11,0,failure,-1,no
2725,self-employed,divorced,secondary,18,8202.61,yes,no,no,cellular,jan,22,1381,20,5,other,-1,no
2726,unemployed,single,tertiary,80,30984.83,no,no,yes,unknown,nov,12,1149,16,0,failure,316,yes
2727,services,divorced,tertiary,76,12378.12,no,no,no,cellular,aug,11,1505,15,9,success,50,no
2728,unknown,single,tertiary,25,9274.12,yes,no,no,cellular,may,23,1684,7,4,success,-1,no
2729,unknown,married,primary,70,34869.45,no,yes,yes,unknown,jun,14,643,5,1,other,76,no
2730,unemployed,single,unknown,41,35539.68,no,no,yes,telephone,feb,10,1262,1,4,other,241,no
2731,admin.,single,secondary,73,25471.64,yes,no,no,cellular,jun,9,1800,9,2,success,294,no
2732,entrepreneur,divorced,primary,21,13567.59,no,no,no,unknown,jun,24,430,15,8,success,-1,no
2733,technician,divorced,primary,84,32565.68,no,no,yes,telephone,dec,5,823,5,3,failure,108,no
2734,entrepreneur,married,secondary,82,40077.64,no,no,yes,telephone,dec,4,29,13,0,unknown,63,no
2735,housemaid,single,unknown,33,48044.18,no,yes,no,unknown,nov,22,1632,13,3,failure,56,yes
2736,admin.,single,unknown,72,10867.61,yes,no,yes,telephone,may,9,1396,8,3,failure,-1,no
2737,retired,single,tertiary,88,18345.84,no,yes,yes,telephone,aug,4,624,11,4,other,385,no
2738,blue-collar,married,secondary,67,49822.04,yes,yes,no,telephone,jul,19,1304,14,7,unknown,-1,no
2739,student,married,primary,82,47780.12,yes,yes,yes,cellular,jan,23,1125,20,10,unknown,-1,no
2740,self-employed,single,tertiary,26,23800.35,no,no,yes,unknown,jul,10,944,11,10,failure,298,no
2741,student,married,tertiary,36,44546.77,no,yes,no,unknown,sep,25,1062,8,3,other,-1,yes
2742,technician,divorced,secondary,93,342.02,yes,yes,no,cellular,apr,1,907,1,6,other,225,no
2743,housemaid,divorced,primary,41,45637.4,no,yes,no,unknown,apr,8,1268,10,4,unknown,52,yes
2744,technician,divorced,unknown,78,19931.37,yes,yes,yes,telephone,jul,25,75,1,5,success,112,no
2745,technician,divorced,secondary,77,25523.46,yes,yes,yes,cellular,mar,11,55,18,3,unknown,-1,no
2746,management,single,primary,36,22916.73,no,no,no,unknown,dec,28,1588,14,10,failure,218,no
2747,unknown,single,tertiary,89,7664.86,no,yes,yes,cellular,jun,11,1386,16,3,failure,158,no
2748,blue-collar,divorced,secondary,30,5652.94,yes,no,yes,unknown,dec,7,46,20,0,failure,80,no
2749,entrepreneur,divorced,secondary,33,22486.46,yes,no,yes,cellular,jan,5,244,15,2,other,68,no
2750,unemployed,divorced,tertiary,45,47786.91,no,no,yes,telephone,apr,9,286,20,6,unknown,-1,no
2751,blue-collar,married,tertiary,66,5064.45,no,yes,yes,unknown,mar,11,1325,3,3,other,202,no
2752,unemployed,divorced,primary,24,17835.26,no,no,no,unknown,jan,12,646,15,4,failure,56,yes
2753,technician,married,unknown,49,6529.15,no,yes,yes,cellular,jul,6,1145,15,9,success,200,no
2754,self-employed,divorced,tertiary,93,19278.51,yes,yes,yes,cellular,apr,19,376,17,10,other,359,no
2755,retired,divorced,tertiary,23,36538.34,yes,yes,no,telephone,apr,3,1739,2,4,success,-1,no
2756,unemployed,single,tertiary,63,14488.23,no,no,yes,unknown,jun,24,1917,8,5,failure,-1,no
2757,management,married,secondary,43,37062.3,yes,yes,yes,unknown,may,11,1917,5,10,unknown,-1,no
2758,retired,single,secondary,42,20018.48,yes,yes,yes,telephone,sep,23,900,9,10,other,218,no
2759,unemployed,single,secondary,93,29442.89,no,no,yes,cellular,mar,23,789,11,9,failure,-1,yes
2760,blue-collar,single,unknown,54,17067.93,yes,yes,no,cellular,feb,20,1089,11,3,unknown,390,no
2761,housemaid,divorced,unknown,55,31683.11,yes,yes,yes,unknown,may,25,64,5,2,failure,399,yes
2762,blue-collar,married,unknown,63,21163.72,yes,yes,yes,cellular,jun,21,703,15,4,unknown,322,no
2763,services,single,secondary,84,14225.13,yes,no,no,telephone,apr,12,639,8,8,success,214,no
2764,student,single,primary,53,40106.57,no,yes,yes,unknown,dec,28,1961,13,5,other,-1,no
2765,management,single,tertiary,78,4913.2,yes,no,no,unknown,apr,13,472,10,0,failure,-1,no
2766,blue-collar,single,secondary,82,35414.47,yes,yes,yes,telephone,nov,21,435,10,1,failure,-1,no
2767,unemployed,divorced,primary,48,26018.47,yes,no,no,telephone,sep,26,1626,13,2,success,181,no
2768,entrepreneur,divorced,unknown,23,26919.65,yes,no,yes,telephone,nov,9,1506,19,4,unknown,386,no
2769,unknown,divorced,tertiary,67,44587.44,no,yes,yes,unknown,jul,20,267,7,5,failure,-1,no
2770,services,married,tertiary,90,11073.75,no,yes,no,cellular,mar,7,141,13,0,other,157,yes
2771,retired,married,secondary,36,948.53,yes,no,yes,unknown,apr,28,842,4,5,unknown,148,no
2772,entrepreneur,divorced,unknown,20,9509.24,yes,no,yes,cellular,jan,8,372,14,0,unknown,388,yes
2773,technician,single,tertiary,30,42846.98,no,yes,yes,unknown,jul,6,1058,6,4,success,-1,no
2774,entrepreneur,divorced,secondary,48,7082.37,yes,no,no,telephone,mar,27,1800,15,9,success,116,no
2775,technician,divorced,unknown,64,11185.36,no,yes,no,telephone,may,13,409,9,4,unknown,353,no
2776,technician,married,secondary,84,8517.65,yes,no,yes,telephone,jan,23,1890,13,6,failure,119,no
2777,unemployed,married,tertiary,43,30473.54,yes,yes,yes,telephone,feb,2,545,8,8,other,-1,no
2778,services,single,unknown,83,23432.44,yes,yes,yes,cellular,dec,13,523,13,2,success,-1,no
2779,technician,married,secondary,49,19496.02,yes,no,no,telephone,jul,15,62,18,8,failure,293,no
2780,technician,divorced,tertiary,28,35959.89,no,yes,yes,unknown,aug,7,702,13,4,unknown,252,yes
2781,management,divorced,secondary,58,14824.1,no,no,no,cellular,jan,5,797,9,3,other,120,no
2782,retired,divorced,tertiary,60,5138.9,yes,yes,no,cellular,mar,3,1519,8,10,unknown,218,no
2783,unemployed,single,secondary,58,30487.41,no,no,yes,cellular,nov,18,1049,9,1,success,-1,no
2784,blue-collar,divorced,secondary,95,41528.2,no,no,yes,unknown,jun,8,1192,9,0,failure,-1,yes
2785,unemployed,married,unknown,38,46136.91,yes,yes,yes,cellular,may,21,234,1,4,failure,164,no
2786,retired,divorced,tertiary,35,46333.32,no,yes,no,telephone,nov,20,526,7,0,failure,165,no
2787,technician,married,tertiary,66,40136.75,no,no,yes,telephone,jan,17,843,16,3,unknown,88,no
2788,management,divorced,secondary,37,28498.48,no,no,no,telephone,apr,28,844,19,9,failure,161,no
2789,admin.,married,unknown,60,20539.36,yes,yes,yes,unknown,apr,6,189,9,6,other,335,no
2790,blue-collar,married,tertiary,39,23240.45,no,no,no,cellular,apr,28,1328,5,8,unknown,-1,no
2791,admin.,divorced,secondary,31,42688.5,no,no,no,telephone,dec,11,417,4,2,success,-1,no
2792,housemaid,divorced,primary,19,14792.9,yes,no,yes,cellular,aug,28,133,9,7,unknown,-1,no
2793,unknown,divorced,secondary,45,29091.12,no,yes,yes,unknown,sep,17,820,3,6,other,-1,no
2794,services,single,tertiary,60,49062.95,no,yes,yes,cellular,may,15,10,12,1,unknown,137,no
2795,unknown,divorced,secondary,74,49050.93,yes,yes,yes,unknown,feb,21,1259,17,10,unknown,159,no
2796,blue-collar,divorced,secondary,56,21825.51,yes,no,no,unknown,sep,18,661,9,3,success,249,no
2797,student,married,unknown,33,10021.18,no,yes,no,telephone,mar,19,1141,17,5,other,-1,no
2798,admin.,divorced,unknown,76,44951.11,yes,yes,no,telephone,mar,27,192,15,7,other,175,yes
2799,admin.,single,primary,26,40700.26,no,no,yes,cellular,jul,15,1561,19,1,success,203,no
2800,unknown,single,secondary,92,45799.33,yes,no,yes,unknown,apr,10,1645,1,2,failure,320,no
2801,unknown,divorced,tertiary,65,8426.26,no,yes,no,cellular,aug,9,1806,12,9,other,-1,no
2802,housemaid,single,primary,35,32843.55,yes,yes,no,unknown,apr,17,1588,14,5,success,240,no
2803,self-employed,divorced,primary,93,42514.96,no,no,no,telephone,feb,7,768,7,10,failure,262,no
2804,management,married,tertiary,75,15664.97,no,no,no,unknown,feb,12,32,16,8,other,-1,no
2805,self-employed,single,primary,70,20581.07,no,no,no,cellular,aug,4,1633,18,7,success,-1,no
2806,management,divorced,primary,21,13265.08,yes,yes,yes,telephone,aug,16,50,17,8,unknown,-1,no
2807,admin.,single,unknown,95,34503.93,yes,yes,yes,cellular,jun,20,1146,3,10,failure,232,no
2808,blue-collar,divorced,secondary,78,17845.48,yes,yes,no,telephone,jan,7,584,1,0,success,252,no
2809,admin.,single,primary,86,48899.18,no,no,no,telephone,dec,10,555,5,4,other,-1,no
2810,blue-collar,divorced,secondary,60,34828.59,yes,no,yes,telephone,jul,8,845,2,3,success,185,yes
2811,housemaid,married,tertiary,82,47157.43,no,no,no,unknown,jun,27,362,5,9,unknown,-1,yes
2812,student,married,tertiary,35,37911.33,no,no,no,cellular,aug,27,151,7,1,failure,381,no
2813,unknown,divorced,tertiary,54,20782.11,no,no,yes,telephone,may,27,1348,7,6,failure,-1,no
2814,management,divorced,unknown,95,29682.95,no,no,yes,telephone,nov,6,1069,15,7,failure,-1,no
2815,admin.,divorced,secondary,24,31041.04,no,yes,yes,unknown,nov,16,520,7,0,other,-1,no
2816,retired,single,secondary,58,44097.39,yes,no,yes,telephone,jan,19,518,11,0,unknown,268,yes
2817,retired,married,tertiary,25,25116.41,yes,no,yes,unknown,feb,26,1503,19,7,other,-1,no
2818,unemployed,single,unknown,46,10013.26,no,yes,yes,unknown,jan,5,1862,9,5,failure,5,no
2819,unknown,single,primary,50,29755.54,no,no,no,unknown,feb,11,428,16,8,other,-1,no
2820,blue-collar,divorced,primary,20,43977.47,yes,yes,no,cellular,jan,13,1575,6,3,failure,181,no
2821,technician,divorced,primary,42,44114.68,no,yes,no,cellular,jan,26,868,13,8,other,48,no
2822,unemployed,divorced,unknown,88,-665.65,no,no,yes,cellular,jul,13,1654,8,8,unknown,-1,yes
2823,entrepreneur,single,unknown,51,18486.02,yes,no,no,unknown,may,2,1572,9,4,failure,340,no
2824,self-employed,single,tertiary,40,39505.39,yes,yes,no,unknown,dec,11,1964,7,6,other,390,no
2825,unknown,married,secondary,48,29081.58,yes,no,no,telephone,dec,22,1113,3,4,failure,16,no
2826,retired,married,secondary,72,27141.36,no,no,no,cellular,dec,24,1183,15,1,other,283,no
2827,blue-collar,married,tertiary,53,23534.75,no,no,no,unknown,feb,19,955,7,6,other,357,no
2828,self-employed,divorced,tertiary,51,13030.07,no,no,yes,telephone,mar,5,55,7,8,success,378,no
2829,entrepreneur,divorced,secondary,48,38984.17,yes,yes,no,telephone,feb,19,582,11,7,other,-1,no
2830,admin.,single,tertiary,31,1297.14,yes,no,yes,unknown,may,24,1997,4,2,other,-1,no
2831,technician,single,tertiary,30,41883.33,no,yes,yes,unknown,nov,12,315,2,10,failure,71,no
2832,admin.,divorced,unknown,57,14373.0,no,no,no,unknown,sep,27,975,8,4,unknown,314,no
2833,blue-collar,single,primary,52,-1323.05,yes,no,yes,cellular,jun,17,1508,12,5,other,119,no
2834,technician,divorced,primary,76,28545.54,no,no,no,telephone,jun,18,409,13,6,other,-1,no
2835,unemployed,divorced,tertiary,68,36499.13,no,yes,yes,unknown,nov,4,589,11,1,other,-1,no
2836,technician,single,unknown,69,20134.17,yes,no,yes,unknown,jun,12,950,18,2,failure,249,no
2837,unemployed,single,tertiary,20,31419.29,no,no,yes,telephone,aug,17,174,17,5,unknown,306,no
2838,self-employed,married,secondary,51,22641.84,yes,no,no,telephone,aug,7,1816,6,10,failure,134,no
2839,housemaid,divorced,tertiary,19,26438.39,yes,no,yes,unknown,sep,18,1270,18,3,unknown,43,no
2840,services,single,unknown,26,5713.52,yes,yes,yes,unknown,nov,15,1047,12,3,failure,235,no
2841,services,married,unknown,83,42278.93,no,yes,yes,cellular,aug,16,1909,13,3,other,362,no
